odai_type,odai,response,score,predicted_score
image,「陰でわしのことをピカチュウって呼んでるらしいね」,えぇそうです。毎日ピカピカ輝いてるので,0.15111700077663226,-3.935546875
image,「古代の文明を体験する二人の人物。彼らは何かを掘っているようだ。」,「それ何だよ?」「給食のコッペパン」,-0.3277812788136505,-3.765625
image,「このシーンは、誰が描いたか知っていますか？」,うっかり洗濯機の中に入ってしまいました,-0.17164207473718607,-5.484375
image,"蝶のように舞い  
は________す",げ散らか,0.08316301918787938,-1.5244140625
image,「あなたは、この男の表情にどれくらい驚いたかを教えてください。」,卒業式で最前列のやつが笑わせてくる,0.06780706505795586,-5.84765625
image,「何か特別な思い出があるでしょうか？」,次の元号小室だってよ,-0.24096418518952567,-5.1484375
image,「この料理は、誰が食べても満足するものだ。」,お連れ様の準備ができました,-0.14158381300448009,-3.517578125
image,「相手の腕を回して、自分の足で蹴り込む。」,先生! 先生「ハゲてなどいない!」弟子「。。。,-0.20456717521790813,-2.947265625
image,「この夫婦は、何か新しいことに挑戦していますか？」,検索履歴消すの忘れた,-0.088332139018509,-5.4609375
image,「北朝鮮の最高指導者、金正恩氏が食事をしている様子を撮影しました。彼の食事はどのようなものでしょうか？」,スープに浮いた油を合体させて遊ぶ,1.0,-4.4375
image,「アーメンとラーメンの違いは何ですか？」,お祈りをするか岩海苔にするか,-0.3277812788136505,-4.0078125
image,「子供が走り出す瞬間、そのエネルギーに胸が熱くなる。」,山口君のお父さんが、借り物競走でツラ貸してくれた,-0.3277812788136505,-1.931640625
image,「亡くなる前に何か言ってましたか？」という質問に答えられる言葉は何でしょうか？,私に遺産全部ゆずる,-0.281652580614576,-8.625
image,「青い空に浮かぶ雲は何色？」,壇蜜、引退,-0.5211017204097175,-4.5
image,「猫が運転席に座って、車を運転している様子が見えた。これは、猫が運転する車を運転しているか、それとも、猫が運転席に座っているか、どちらが正しいのか？」,さっき、犬が運転してたよな...,1.0,0.04962158203125
image,「会議室でバスケットボールを蹴るビジネスマン」,ドミノが完成に近づいてくると急に出てくる妖怪,1.0,-4.5
image,「家族全員が笑顔で、テレビを見ているシーン。その中で、誰が何かを言っているか、または何かの出来事について話しているかを想像してみてください。」,マスタードンペリ入りました,-0.3277812788136505,-4.63671875
image,「電車の中で、誰が一番気をつけて持ち物を運ぶか？」,三葉に誰お前?って言った時の周りの反応,0.23793409440075663,-6.15234375
image,「飛行機の食事は、いつも楽しい思い出にしてくれますね。」,没収〜!,1.0,-4.015625
image,「虎の王者は誰？」,インディードで紹介された仕事がこれ,-0.3277812788136505,-5.546875
image,「犬たちが一緒に寝ている姿は、まるで家族の図鑑のようなものですね。」,もう帰ってきたの!?,-0.24096418518952567,-4.33203125
image,「この写真は、誰が撮影したものですか？」,ダイブしたら戻れなくなったので客として楽しむことにしたベース,1.0,-3.337890625
image,「破滅の使者」という単語を使って何か明るい話をしてください。,破滅の使者が部長を消してくれた,-0.6204820925947634,0.265380859375
image,「猫の表情が変化する理由は？」,やべえ10時だ!!/あ、日曜か,1.0,-4.43359375
image,「アイススケート選手がジャンプする姿を撮影した写真です。」,落ちてるプーさんを片っ端から蹴っ飛ばす,1.0,-4.859375
image,「名前だけなら吉田沙保里と張り合えそうな強そうな名前のもの」,鬼龍院翔,-0.20456717521790813,-4.5859375
image,「電車の中で、誰が話しかけたのか？」,二個目の吹き出しが分かりにくいです/出題者に言え,-0.3277812788136505,-4.9921875
image,「水に浮かぶラッコのイラストが描かれています。このイラストは、何か特別な意味を持っているのでしょうか？」,あなたが落としたのは金のラスカルですか?それとも・・・あっ、ちょっとおりて、頭からおりて!,1.0,-4.80859375
image,「白いシャツを着た男性が、何かを説明している様子。階段の近くで話している。」,リーブ21に断られたって?そんなに絶望的なのかい?君の頭は?,-0.20456717521790813,-3.990234375
image,「この三人は、誰の役を演じているのでしょうか？」,「見て、ソフトバンクユーザーが困ってるwww」「当然だぜ、回線を壊したのは俺たちだからな!」「auにしないからだよww」,1.0,-4.359375
image,「このキャラクターは、何かを調理している様子です。その手には、何が持っているのでしょうか？」「このキャラクターは、何かを調理している様子です。その手には、何が持っているのでしょうか？」,子供たちが夏休み中のママ,1.0,-3.017578125
image,「白い服を着た男の子が、黒い顔を塗っているシーン。」,夏バテ、シャンシャンのピンチヒッター,-0.11393289262734019,-3.947265625
image,「この映画のタイトルは？」,ギャル曽根の共犯のMAXスズキも自供しない,-0.3277812788136505,-1.865234375
image,「大きな問題を解決するためのヒントを教えてください」,モーター,1.0,-5.4375
image,「歴史上の出来事に一文字足して、残念な感じにしてください。」,大阪夏の陣痛,0.05173662859158634,-5.171875
image,「US型の血液型を持つ人なら、どんな特徴がある？」,全ての挨拶が適当,-0.38103295279962157,-3.76171875
image,「自分の人生には何円ぐらいの価値があるか？」,星をつけると表示されるよ,1.0,-3.341796875
image,「1/4にして微妙な感じにしてください」,スネ夫「ごめんのび太このゲーム誰も出来ない」,-0.17164207473718607,-5.0
image,「このキャラクターは誰ですか？」,『磯野波平』という人物は元々この世に存在していなかった。みんな、いいね?,1.0,-1.0517578125
image,「手首を回すと、腕が動く。腕を動かすと、肩が動く。肩を動かすと、体が動く。」,なぜか/ハエが/手にとまろうとする,1.0,-3.73828125
image,「海辺の石人」,マーシー岩,-0.24096418518952567,-2.873046875
image,「夜空に浮かぶ小さな光、それは誰のもの？」,タケちゃんマン,-0.20456717521790813,-3.61328125
image,「この犬は、何かを待っているのでしょうか？」,ちょっと、待って、みんな見えない?透明のおじさん。,-0.3277812788136505,-3.85546875
image,「公園で会話している二人の老人。彼らは何かについて話し合っているようだ。」,『はっくしょん!』『はっくしょん!』『はっくしょん!』『はっくしょん!』『はっくしょん!』『はっくしょん!』『はっくしょ,0.29118576838672827,-2.455078125
image,「海辺で見つかった、真っ黒な魚。その名は？」,幽体離脱したら霊の方に服持ってかれた,1.0,-4.80859375
image,「陰でわしのことをピカチュウって呼んでるらしいね」,うるせぇ十万ボルトだ,-0.11393289262734019,-5.24609375
image,「この男性は、どんな服装を着ていますか？」,「お会計、503円になります」『すみません。少しお待ち頂けますか?えーっと、3円、3円っと』,0.08316301918787938,-4.91015625
image,「銀河英雄伝説のロボットと警察官の対決」,「住所は?」「M78星雲」「パスポートは?」「ありません」「ハイ、不法入国で逮捕ね?」,-0.11393289262734019,-3.775390625
image,「電車の中で、誰が一番気をつけて持ち物を運ぶか？」,/タス..ケテ...\,1.0,-4.73046875
image,「チームメイトも信じない、でも勝つ」,自分のこと,-0.20456717521790813,-3.98046875
image,「青い馬と黄色い人形が一緒にいるのはなぜですか？」,luedevilAOBEandyellowdevilKISUKEandreddevilAKAN,1.0,-1.8564453125
image,「消防士の二人は、水を噴射するための準備ができています。」,先輩、浮気バレだからって奥さんに掛けても無駄ですよ,-0.11393289262734019,-3.771484375
image,「魔王が大魔王になるにはどうすればいい？」,魔王の後継者を決める,0.2566117288013219,-1.3701171875
image,「東出昌大さん、あなたは誰ですか？」,杏コモン,0.111967369973901,-5.19921875
image,「森の中で、二人の少女が本を読んでいる。その中には、どんな物語が描かれているのか、あなたは知っている？」,飲み込もうとすると、揺らして吐かせてくる,-0.281652580614576,-2.828125
image,「パンダの背中を撫でる人間の姿が、まるで絵画のようだ。」,飼育員「細かいことを言うやつだな、そんなに白黒をつけたいのか!」,0.2743311043723742,-0.302978515625
image,「この人物は誰ですか？」,10人中1人だけいやらしい事を囁いてくる,-0.3277812788136505,-2.453125
image,「この赤ちゃんは、何歳くらいでしょうか？」,俺はパンパース派だって言ったよな?どうしてここにムーニーマンがあるんだ?俺は履かないぞ!,0.034881964577232694,-7.55859375
image,「電話で友達と話している最中に、突然誰かがドアを叩く。その人を誰に見せたらいいですか？」,今月も入れといてくれ。,-0.3277812788136505,-4.87109375
image,「北朝鮮の高官がデジタル技術に興味がある理由は？」,ミサイル発射のメニューのところでフリーズするから直してね!,-0.3277812788136505,-4.4921875
image,「アメンボだよ。ぼくもうかんでみたいなぁ。」,いい薬すすめましょか,-0.20456717521790813,-4.640625
image,「二人の男性がギターを演奏している場面。左側の男性は黒いシャツを着ており、右側の男性はチェック柄のシャツを着ています。背景にはオレンジ色の壁と楽器が見えます。」,目標ですか?もちろん、ソロデビューです,1.0,-2.498046875
image,「私は教師を買収し、予想外の事態に備えてPCをハッキングして試験問題も事前に入手した。万全にした！」,お百度参り,-0.5211017204097175,-1.828125
image,「あなたは、金国一のやることか？」,マウンドでウ◯コすんな〜!!,-0.6204820925947634,-4.3046875
image,「カニも政治も、なんちゃって」,人気(任期)があったほうが良い,-0.3277812788136505,-2.943359375
image,「このアニメーションのキャラクターたちが何を食べているのかを教えてください。」,バイキンマンが最終形態に変身した,-0.24096418518952567,-4.28515625
image,「この日、街角で見かけた珍しい光景。車両と作業車両が並んで走る。あなたは何かを予測できるか？」,男にはな、やらなきゃならねぇ時があるんだ 元気でな,0.16323937042444192,-4.28125
image,「この4つの顔は、それぞれ異なる表情をしています。あなたはどれも何を感じるでしょうか？」,主人公を選択してください,-0.06449840760781267,-5.2265625
image,「彼女にフラれました」,でしょう,1.0,-2.935546875
image,「東出昌大さん、あなたは誰ですか？」,色々な女性がでてくるよ,-0.5211017204097175,-2.69921875
image,「イエス・キリストが十字架にかけられ、人々が悲しみながら祈る様子を描いた絵画。」,稲村亜美,0.017162589006180173,-3.072265625
image,「石崎くんがガッツマンで先発だなんて！？ 23人になんて残っただけでも奇跡だって思っていたのに…」,石崎www,-0.5211017204097175,-2.734375
image,「ズボンのチャック開いてるよ」と言ってください。,ソーセージは直射日光を避けて保管してください,-0.3277812788136505,-3.91015625
image,「軍人による演説」,ガースー黒光り陸軍士官学校,0.8250937516428216,-4.5859375
image,「桃太郎がおばあさんを心配している理由は？」,貸衣装屋さん,0.034881964577232694,-3.998046875
image,「牛たちが楽しそうに写真を撮っている理由は？」,おとうさん(左下)と一緒に写真撮ったぜ☆,-0.021260538718001154,-2.982421875
image,「小さな男の子は、赤い消防車の前で何かを思案している。彼の表情は真剣そのものだ。」,家に火を付けると消防車がやってきて消す、ということを学習した,-0.281652580614576,-0.303955078125
image,「ほしがきおじさん」は、たいせつなものを作り出す人です。その能力は、誰もが憧れるものです。あなたは、ほしがきをつくってくれる人を探していますか？,敗北,-0.3277812788136505,-3.18359375
image,「タイトルに一文字つけてよろしくしてください。」,永遠の0点,0.8584967660847498,-2.1796875
image,「この画像は、誰の肖像画でしょうか？」,一週間ぶりにう○こが出た,-0.281652580614576,-4.92578125
image,"蝶のように舞い  
は________す",比喩表現で,-0.0015150453943847397,-3.673828125
image,サンタクロースが誰に怒っているのか？,スマン、遅刻した!...え、プレゼント?...あ~焦ってたから忘れて来ちゃった。ちょ、今時ギャフンってリアクション古いなア\!,0.111967369973901,-2.2890625
image,「座っている男性と膝をついて立っている女性がいる。男性は何かを指さしているが、女性は何も知らない。」,「生意気なひざ小僧だわ!こうしてやる『ガン』痛ーーー!!あ、タクシー2台もいりません」「俺の嫁、やべぇだろ?」,1.0,-1.794921875
image,「哆啦A梦とドラえもんが一緒にいるシーンを描いた絵です。」,きれいな顔してるだろ。ウソみたいだろ。寝てるんだぜ。それで...,-0.24096418518952567,-4.05078125
image,「この三人の外星人を、それぞれの特徴を説明してください。」,ジャンケンポン!グ・リ・コ..と,1.0,-3.892578125
image,「父の日あるある」は、どんな風に過ごすのが一番楽しいですか？,父さんに今日何の日?って聞かれる。,0.37154562566015326,-2.27734375
image,「ボウリングのスコアは、100点満点の試合で、どのスコアが最高ですか？」,へ〜ここが大都市かぁ,1.0,-6.578125
image,「泣き止まない赤ちゃんの理由は？」,矢沢永吉(1歳),1.0,-3.40625
image,「清く 正しく 美しく」みたいなキャッチコピーを考えてください。,引かぬ媚びぬ顧みぬ,0.2181886010771399,-2.939453125
image,「この男の人は、何かに困惑しているようです。彼は手を額に当てて、何かを考え込んでいる様子です。彼の表情からは、何か難しい問題や難題に直面していることが伺えます。あなたは、彼が何について考えているのか、または何に対処しようとしているのかを想像してみてください。」,昨日徹夜したのに全然問題が解けないわ...やっぱ勉強した方が良かったのかなぁ......,1.0,-0.998046875
image,「猫たちが一斉に飛び跳ねる瞬間、その動きはまるでアニメーションのようだ。」,猫時々おやじ,-0.3277812788136505,-1.7294921875
image,「国にとって重要な産業は、______です。」とお題を設定できます。答えは「工業」と「農業」のどちらかを選択します。,サービス残,-0.44401631501305006,-5.078125
image,"「警察官：「すか？」
女性：「ありえない110番」」",警察の電話番号、分かりま,1.0,-3.32421875
image,「この二人は、どちらが誰の友人か知っていますか？」,「きゃりーぱみゅぱみゅのにんじゃりばんばんのCDをください」を何度も噛み続けるも、完璧に言えるまで微動だにしない店員,1.0,-2.654296875
image,「サッカー選手たちが悲しそうな表情をしている理由は？」,試合中に口から自分のクローンをだしちゃうのが癖のマイケル,-0.24096418518952567,-2.615234375
image,「この二人は、何か特別な関係にあるのでしょうか？」,金を出せというのですか?強盗さん,-0.20456717521790813,-5.43359375
image,「テストのせいせきが、ひどく悪かったんだ。」,ひらがな多いな。,-0.3277812788136505,-3.259765625
image,「魔王が大魔王になるにはどうすればいい？」,ペン二本、リンゴ、パイナップルを用意します。,-0.38103295279962157,-1.943359375
image,「宇宙船のコックピットで、何が起こっているのか？」,もし痛かったら手を上げて教えてくださいね〜。,1.0,-3.943359375
image,"「この戦いが終わったら結婚するんだの類語」
- 俺に構わず先に行け！
- 生きてまた会おう
- 国に帰ったら店を始めるんだ
- -----------
「この戦いが終わったら結婚するんだの類語」
- 俺に構わず先に行け！
- 生きてまた会おう
- 国に帰ったら店を始めるんだ
- -----------
「この戦いが終わったら結婚するんだの類語」
- 俺に構わず先に行け",ここは任せて先に行け!,-0.20456717521790813,4.5703125
image,「大掃除の時に捨てとくべきもの第1位は？」,中二病の頃の黒歴史,0.26558501477789664,-7.26171875
image,「なぜ、オリンピックは毎年開催されるのか？」,吉田沙保里の気を鎮めるため,-0.5211017204097175,-2.390625
image,「この三人は誰？」「彼らは誰？」など、彼らの関係性や役割についての質問を含むようなキャプションを作成できます。,夜に繁華街で遊んでたら見回りの先生達に見つかった,-0.06449840760781267,-3.720703125
image,「あなたは、金国一のやることか？」,みんな起きてーっ!,-0.5211017204097175,-4.76171875
image,「最後の晩餐」の絵画に登場する人物たちが、現代の音楽会場で演奏を始める様子を描いています。彼らは、歴史的な絵画と現代の音楽が融合したユニークな演出を披露しています。,サイコーの晩餐,-0.021260538718001154,1.6630859375
image,「この二人は、どちらも同じような表情をしていました。しかし、彼らの目にはどのような感情が映っていたのでしょうか？」,電気止められた..明日にはガスも止まる,-0.20456717521790813,-3.822265625
image,「国にとって重要な産業は、______です。」とお題を設定できます。答えは「工業」と「農業」のどちらかを選択します。,後妻業,-0.5211017204097175,-4.75390625
image,「このキャラクターは誰ですか？」,「父さん、妖怪が近づいてきています!」,-0.3277812788136505,-2.62109375
image,「ゲームの名前を少し変えて大量の在庫にしてください」,バーチャンファイター,-0.3277812788136505,-7.09765625
image,「いつもほんとうにすみません」,どこ見てんのよー!...あ、いえ,-0.281652580614576,-2.306640625
image,「このアニメーションのキャラクターたちが、何の特別な日を祝っているのかを教えてください。」,特定の条件をクリアしてくと使えるキャラが増えるタイプのゲーム画面,0.7532293839626569,-5.55859375
image,「手首を回すと、腕が動く。腕を動かすと、肩が動く。肩を動かすと、体が動く。」,僕のチャームポイントは手のひら!/でも、そう簡単には見せませ~ん!/あれ?ひざ小僧も、可愛いな,1.0,-2.86328125
image,「医者と患者の会話」,麻酔の効いた顔がツボって手術失敗した,1.0,-3.392578125
image,「ドラムを叩く男の子は、どんな色のシャツを着ていますか？」,叩かれるドラムの痛み・悲しみ・辛さ・終わりのない絶望感を思うと申し訳なくて直視できないし、口に入れたバッタが暴れすぎ。,1.0,-2.44140625
image,「このアニメーションのキャラクターたちは、どんな場面にいるのでしょうか？」,花粉前線到来!,0.2181886010771399,-3.984375
image,「犬が戦車を装備している理由は？」,ごんお前だったのか...ミサイルから国を守っていたのは...,1.0,-3.154296875
image,「水辺でのビジネス会議は、意外と効果的かもしれませんね。」,御社のオープンな社風に魅力を感じました,0.09786532679066173,-4.39453125
image,「この人物は誰ですか？」,フルカラー,1.0,-3.544921875
image,「異音モールにありがちなこと」,ワオンカードの犬の声がうるさい,-0.44401631501305006,-5.625
image,「このキャラクターは誰ですか？」,『の、のび太くん...逃げt...』,-0.24096418518952567,-2.892578125
image,「車の中で猫が窓から顔を出すシーン。その表情は、何かを待っているか、あるいは何かに興奮しているように見えます。この瞬間をどのように解釈すべきでしょうか？」,先には滝しか見えない,-0.11393289262734019,-4.92578125
image,「この仏像は、どこにありますか？」,孫悟空があっさり掌から抜け出した,-0.20456717521790813,-5.44921875
image,「電話で友達と話している最中に、突然誰かがドアを叩く。その人を誰に見せたらいいですか？」,ちゃ〜ん!,-0.20456717521790813,-5.140625
image,「このキャラクターは誰ですか？」,イシモチを釣りあげた,-0.20456717521790813,-4.015625
image,「警察官、FBI捜査官、アナウンサー、どんな人間を何人巻き込んだって思ってる？」,左折の時はしっかりサイドミラーを見ろよ!,1.0,-6.83203125
image,「鶏が水を飲む様子が可愛らしいですね。」,毎朝うるせえ奴だったが、ああなっちまったらお仕舞いだな。俺たちも気をつけようぜ,-0.281652580614576,-3.2578125
image,「家族の絆を深めるための特別な日」,ボクを倒す?そういう事は後ろの四天王を倒してから言いなよ,-0.04220344081943417,-4.08984375
image,「歳をとったなあと最近つくづく思う事」,とにかくケツが好き,-0.11393289262734019,-5.65625
image,「オーストラリアにありそうなことわざを教えてください」,豪に入れば豪に従え,1.0,-0.82568359375
image,「窓際で何かを観察している男性と、その男の子が何かを持っている様子が描かれています。」,持ち物検査ガチ勢,-0.04220344081943417,-3.068359375
image,「この司祭は、何か特別な儀式を行っているようだ。彼の手を広げて、何かを説明しているか？」,まあまあ、なくなったカーテンのことはもういいじゃないか,1.0,-5.421875
image,「虎の王者は誰？」,インフルエンザの予防は、うがい・手洗い・マスク,-0.24096418518952567,-4.1484375
image,「この二人は、どちらも同じような表情をしていました。しかし、彼らの目にはどのような感情が映っていたのでしょうか？」,羊が15395匹 羊が15396匹 羊が15397匹,0.1749507321873287,-4.34765625
image,「私の力は530だ！」,TOEIC英語,-0.5211017204097175,-3.6171875
image,「座っている男性と膝をついて立っている女性がいる。男性は何かを指さしているが、女性は何も知らない。」,妻のワンダーコアのモノマネがつまらなさを超越してるんだ。助けてくれ,-0.3277812788136505,-2.263671875
image,「サッカー選手が審判に怒り、赤信号を指差すシーン。」,「もう、渡せないかと思ってたラブレター受け取ってくれ」,-0.281652580614576,-2.57421875
image,「このクッキーは、誰が作っているのか知っていますか？」,紅に染まったこのオレオ,1.0,-6.18359375
image,もし戦国時代にネットがあったら、一番検索回数が多いワードはなにか？,上杉謙信性別,-0.17164207473718607,-6.7109375
image,「この三人は、どうして一緒にいるのですか？」,園児なのに野生を覚醒させないの!!,0.19724569897570676,-5.23828125
image,「ほしがきおじさん」は、たいせつなものを作り出す人です。その能力は、誰もが憧れるものです。あなたは、ほしがきをつくってくれる人を探していますか？,完全なマッスルスパーク,-0.44401631501305006,-4.10546875
image,「黄色い車の中で、何かを待っている男の人がいます。彼は何かを待っているのでしょうか？」,この辺で黄色い車に乗った髭面見なかったかい?,-0.20456717521790813,2.0859375
image,「一部を英語に変えてみたけど、違和感が仕事する。例→スリーブ姫」,シルク道路,-0.281652580614576,-4.1875
image,「大掃除の時に捨てとくべきもの第1位は？」,リア充,-0.14158381300448009,-6.44140625
image,"「木」をテーマにした大喜利のお題を作成しました。

タイトル：「木の秘密」

名言：
1. 「木は、私たちの心を温める。」
2. 「木は、私たちの成長を支える。」
3. 「木は、私たちの未来を育む。」
4. 「木は、私たちの希望を育む。」
5. 「木は、私たちの愛を育む。」

質問：
1. 木は何を育むことができる？
2. 木は何を支えることができる？
3. 木は何",木星のカービィ,-0.44401631501305006,-4.51171875
image,「たかし、食事の前には何て言うんだっけ？」,えーとね、見た目は普通のよくある朝食って感じなんですけどね、こだわりがあるということでね、それでは早速、いただきま,0.09786532679066173,-2.6171875
image,「この男性は、デスクトップコンピュータの前に座っています。彼の手には何かを持っているようですが、それは何でしょうか？」,間違えて上司のパソコンにラブメールを送ってしまった。が、まんざらでもなさそうどころか危険な匂いすらする,0.28286121891353555,-4.06640625
image,「二人の男性が向かい合って話している。左側の男性は何かを説明しているようだ。右側の男性は聞き手として耳を傾けている。彼らの表情や仕草から、何か重要な話し合いをしていると推測される。」,「地球が動いてるかもしれないって、お前それ本当か?」,-0.11393289262734019,-0.55908203125
image,「猫の表情が変化する理由は？」,え、もうカメラ回ってる/12時になりましたニュースのお時間です,-0.20456717521790813,-5.1015625
image,「このキャラクターは、誰ですか？」,鍵なくした....,-0.3277812788136505,-4.83203125
image,「レベル999」は「明日持ってくる」という答えに一致します。,宿題側の解いてほしいという熱意が伝わらなかった,1.0,-2.439453125
image,「アンチによく言われる事」,中折れ復活応援してくれよ,-0.11393289262734019,-3.5703125
image,「キャベツとレタスの正しい見分け方」,チョップして切れるのがレタス チョップして怪我をするのがキャベツ,-0.3277812788136505,2.173828125
image,「このアニメーションのキャラクターたちは、どんな場面にいるのでしょうか？」,キノコの精の大襲来,-0.088332139018509,-4.921875
image,サンタクロースが誰に怒っているのか？,カ/ンに貰えると思うな!,-0.088332139018509,-4.23828125
image,「家族の絆を深めるための特別な日」,家族写真撮影中に知らない子がドヤ顔で入って来た,-0.24096418518952567,-4.12890625
image,「この三人の人物は、それぞれ異なる時代と文化に属しています。彼らの服装や装飾品から、それぞれの時代と文化を推測してみてください。」,いろんな角度で俺を観賞すれば良いんじゃねーの!?,1.0,-3.4296875
image,「手首を回すと、腕が動く。腕を動かすと、肩が動く。肩を動かすと、体が動く。」,この辺の空気と、この辺のを交換して、大事に持っとく,0.111967369973901,-2.2265625
image,「ウルトラマンと怪獣の激しい戦いを描いたこの画像は、大喜利の答えとして最適です。」,そうそう俺の余命は後3分っってバカヤロウ,1.0,-3.869140625
image,「建設現場で、ヘルメットを被った作業員が、手袋をした手で別の作業員の頭を押さえているシーン。この状況は、何かを強制しているか、または何かを助けるか、どちらが正しいでしょうか？」,言うこと聞かない子はぁ~こうだ♥️\グキ/,-0.3277812788136505,-4.4453125
image,「修音高校に入学した彼女は、どんなことを考えていた？」,不合格だったけど、登校,1.0,-3.021484375
image,「私の力は530だ！」,ザンダ,1.0,-4.75
image,「私の力は530だ！」,投稿したボケで、そのうちバ,-0.5211017204097175,-4.828125
image,「放送コードぎりぎりOKの競走馬の名前を教えてください」,キタサンブラックナツキアイ,-0.5211017204097175,-2.123046875
image,「地球と外星人、どちらが勝ち!?」,スパー伊東/キラ100%,-0.24096418518952567,-4.08984375
image,「世界遺産の名前を少し変えて価値をなくして下さい」,何すかの地上絵,-0.06449840760781267,-6.59765625
image,もし戦国時代にネットがあったら、一番検索回数が多いワードはなにか？,お市乳房,0.08316301918787938,-8.078125
image,「のび太の父親は、画家になろうとしたが、今では普通のサラリーマンだ。のび太を叱るときには、厳しい父親になる。」,伊集院ひか,-0.14158381300448009,-2.859375
image,「運転が未熟だったために、すみませんでした。」,見兼ねた無免許の彼が代わりに運転してくれました,-0.11393289262734019,-0.64111328125
image,「このキャラクターは誰ですか？」,コーナーキック,1.0,-4.71875
image,「この子は、何歳くらいですか？」,"もうすぐ先生が家庭訪問に来る。早よオカンに変装せな。あかん、フ""ラどこや。(ピンポ~ン♪)ええわ、行ったれ。「は~い!」",1.0,-4.4453125
image,「車の中で、誰が何を言っているのかを想像してみてください。」,ダンカンに絡むんだ,-0.5211017204097175,-2.171875
image,「このアニメーションのキャラクターたちは、どんな場面にいるのでしょうか？」,ムーミンAは仲間を呼んだ!,-0.04220344081943417,-1.9111328125
image,「この人、なぜか手に持ったブラシで顔を洗っている。これは何かの意味があるのか？」,「ひでーなタケシ!ボブの名前は母さんじゃなくて自分だよ!」と言いつつも俺の名前がマイケルだったことに気付き爆笑するタワシ,0.7596466351189683,-5.1796875
image,「窓の外に見える景色は、どこにありますか？」,あの時黒い猫が凄まじい勢いで魚を持ち去ったのを見ニャした,-0.3277812788136505,-5.5625
image,「ロシア版アンパンマンにありがちなこと」,新しいピロシキよ!,-0.24096418518952567,-3.734375
image,「5人の男の子が集まって、1人の男の子が地面に倒れている。これは何のゲームか？」,半沢直樹の撮影中に何も知らずに止めに来る人達,-0.20456717521790813,-4.71875
