odai_type,odai_id,score,predicted_score
text,ogiri-keitai-296,1.0,0.75520086
text,ogiri-keitai-690,0.5,0.70364535
text,ogiri-keitai-609,1.0,0.68912387
text,ogiri-keitai-52,1.0,0.70511436
text,ogiri-keitai-194,1.0,0.74583054
text,ogiri-keitai-410,1.0,0.7834217
text,ogiri-keitai-805,1.0,0.7414571
text,ogiri-keitai-859,0.7499999999999998,0.6891202
text,ogiri-keitai-768,0.5,0.7852402
text,ogiri-keitai-428,0.5,0.7695577
text,ogiri-keitai-496,1.0,0.7589848
text,ogiri-keitai-936,0.0,0.4283436
text,ogiri-keitai-252,1.0,0.76384133
text,ogiri-keitai-512,0.5,0.7736178
text,ogiri-keitai-399,1.0,0.8010106
text,ogiri-keitai-380,1.0,0.7345229
text,ogiri-keitai-323,1.0,0.77931553
text,ogiri-keitai-564,1.0,0.7484943
text,ogiri-keitai-79,0.5,0.75644124
text,ogiri-keitai-615,0.5,0.6100448
text,ogiri-keitai-506,1.0,0.7632255
text,ogiri-keitai-804,-0.5,0.6235419
text,ogiri-keitai-59,1.0,0.6851044
text,ogiri-keitai-649,1.0,0.6763098
image,ogiri-bokete-554,0.9456316512144103,0.7383095
image,ogiri-bokete-420,0.5075636605836269,0.64558536
image,ogiri-bokete-601,0.6151980573487834,0.63317865
image,ogiri-bokete-658,0.658800251935159,0.68576163
image,ogiri-bokete-246,1.0,0.64270365
image,ogiri-bokete-221,0.5231969490448647,0.60841465
image,ogiri-bokete-52,1.0,0.60540843
image,ogiri-bokete-543,0.7585353657683718,0.68964624
image,ogiri-bokete-317,1.0,0.6462049
image,ogiri-bokete-54,1.0,0.66154313
image,ogiri-bokete-562,0.6996125555219059,0.590208
image,ogiri-bokete-205,1.0,0.7410835
image,ogiri-bokete-369,0.4898400999036314,0.68721217
image,ogiri-bokete-697,0.4451802938035141,0.57831264
image,ogiri-bokete-622,1.0,0.6139417
image,ogiri-bokete-101,1.0,0.69508916
image,ogiri-bokete-315,0.5231969490448647,0.68490076
image,ogiri-bokete-434,0.5371814021074333,0.69009984
image,ogiri-bokete-643,0.4898400999036314,0.6718243
image,ogiri-bokete-528,0.4693797506622861,0.5722519
image,ogiri-bokete-30,1.0,0.7433833
image,ogiri-bokete-648,0.5371814021074333,0.57183975
image,ogiri-bokete-582,0.7178231976391893,0.57228684
image,ogiri-bokete-556,0.41556255227970773,0.5933637
image,ogiri-bokete-18,0.5909986004900118,0.7884436
image,ogiri-bokete-642,0.41556255227970773,0.4799029
image,ogiri-bokete-338,0.607611447217987,0.5994287
image,ogiri-bokete-288,0.5371814021074333,0.72686315
image,ogiri-bokete-697,0.41556255227970773,0.6302392
image,ogiri-bokete-339,0.4898400999036314,0.6304084
image,ogiri-bokete-542,0.4898400999036314,0.613239
image,ogiri-bokete-676,0.5075636605836269,0.6475769
image,ogiri-bokete-333,0.9051858353231093,0.64653367
image,ogiri-bokete-71,1.0,0.63543916
image,ogiri-bokete-497,1.0,0.6755943
image,ogiri-bokete-241,1.0,0.5747241
image,ogiri-bokete-346,0.6996125555219059,0.6348477
image,ogiri-bokete-327,1.0,0.675331
image,ogiri-bokete-397,0.6533819672701244,0.63813674
image,ogiri-bokete-341,1.0,0.59432566
image,ogiri-bokete-589,0.4451802938035141,0.6012117
text,ogiri-keitai-537,1.0,0.7250415
text,ogiri-keitai-463,1.0,0.735284
text,ogiri-keitai-886,0.5,0.7651659
text,ogiri-keitai-317,1.0,0.78580946
text,ogiri-keitai-865,1.0,0.7664546
text,ogiri-keitai-145,1.0,0.65632033
text,ogiri-keitai-109,0.5,0.6749611
text,ogiri-keitai-393,1.0,0.72933155
text,ogiri-keitai-143,1.0,0.76160675
text,ogiri-keitai-677,1.0,0.73758066
text,ogiri-keitai-487,1.0,0.719877
text,ogiri-keitai-451,0.5,0.71999156
text,ogiri-keitai-170,1.0,0.6751408
text,ogiri-keitai-368,1.0,0.6777576
text,ogiri-keitai-858,0.5,0.6263202
text,ogiri-keitai-650,1.0,0.8067166
text,ogiri-keitai-79,1.0,0.70193446
text,ogiri-keitai-552,1.0,0.80230606
text,ogiri-keitai-200,1.0,0.68637353
text,ogiri-keitai-835,0.5,0.721752
text,ogiri-keitai-400,1.0,0.7216803
text,ogiri-keitai-724,1.0,0.722685
text,ogiri-keitai-229,1.0,0.76315963
text,ogiri-keitai-554,0.5,0.7796417
text,ogiri-keitai-604,1.0,0.7921474
text,ogiri-keitai-32,1.0,0.634575
text,ogiri-keitai-145,1.0,0.6790474
text,ogiri-keitai-746,1.0,0.80915076
text,ogiri-keitai-938,-0.5,0.6661418
text,ogiri-keitai-277,0.5,0.75534415
text,ogiri-keitai-817,0.5,0.7252765
text,ogiri-keitai-775,0.5,0.79538405
text,ogiri-keitai-77,0.5,0.7466274
text,ogiri-keitai-29,0.0,0.5976204
text,ogiri-keitai-158,1.0,0.73557734
text,ogiri-keitai-745,1.0,0.74635726
text,ogiri-keitai-607,1.0,0.7723321
text,ogiri-keitai-488,0.5,0.8060098
text,ogiri-keitai-671,1.0,0.84449875
text,ogiri-keitai-525,0.5,0.7432734
text,ogiri-keitai-580,0.5,0.7181206
text,ogiri-keitai-953,0.5,0.663999
text,ogiri-keitai-231,0.5,0.70832294
text,ogiri-keitai-381,1.0,0.7365967
text,ogiri-keitai-633,1.0,0.7821448
text,ogiri-keitai-832,0.5,0.78186935
text,ogiri-keitai-794,1.0,0.7007294
text,ogiri-keitai-808,0.5,0.71711314
text,ogiri-keitai-461,1.0,0.76183164
text,ogiri-keitai-339,1.0,0.75154096
text,ogiri-keitai-703,0.5,0.7201094
text,ogiri-keitai-188,0.5,0.7726914
text,ogiri-keitai-199,0.5,0.7939658
text,ogiri-keitai-747,1.0,0.7439029
text,ogiri-keitai-724,0.5,0.70850885
text,ogiri-keitai-867,1.0,0.80540884
text,ogiri-keitai-761,0.5,0.5913566
text,ogiri-keitai-10,0.5,0.60776013
text,ogiri-keitai-430,1.0,0.8069986
text,ogiri-keitai-887,1.0,0.7331328
text,ogiri-keitai-677,0.5,0.7425122
text,ogiri-keitai-940,0.5,0.5202254
text,ogiri-keitai-717,0.5,0.71140444
text,ogiri-keitai-447,0.5,0.75797653
text,ogiri-keitai-63,0.5,0.7482526
text,ogiri-keitai-24,0.0,0.5088518
text,ogiri-keitai-204,0.5,0.71010274
text,ogiri-keitai-351,1.0,0.76585966
text,ogiri-keitai-94,0.5,0.7498414
text,ogiri-keitai-565,1.0,0.69861346
text,ogiri-keitai-128,1.0,0.78134334
text,ogiri-keitai-481,1.0,0.75237244
text,ogiri-keitai-784,0.5,0.67778534
text,ogiri-keitai-887,1.0,0.710145
text,ogiri-keitai-124,0.5,0.57696486
text,ogiri-keitai-728,0.5,0.7226516
text,ogiri-keitai-778,1.0,0.8589565
text,ogiri-keitai-324,0.5,0.6865061
text,ogiri-keitai-831,0.7499999999999998,0.63145345
text,ogiri-keitai-311,1.0,0.77527404
text,ogiri-keitai-624,0.5,0.71756846
text,ogiri-keitai-474,1.0,0.68798923
text,ogiri-keitai-889,0.5,0.7510287
text,ogiri-keitai-813,0.7499999999999998,0.7898294
text,ogiri-keitai-375,0.5,0.77460825
text,ogiri-keitai-253,1.0,0.8173385
text,ogiri-keitai-182,0.5,0.765604
image,ogiri-bokete-432,0.5231969490448647,0.6068158
image,ogiri-bokete-5,0.572004890952692,0.6666822
image,ogiri-bokete-200,0.5371814021074333,0.6712986
image,ogiri-bokete-415,0.5371814021074333,0.6483644
image,ogiri-bokete-432,0.5371814021074333,0.64725995
image,ogiri-bokete-620,1.0,0.4947282
image,ogiri-bokete-392,0.5075636605836269,0.67261624
image,ogiri-bokete-42,0.5995647688875461,0.63089645
image,ogiri-bokete-557,0.572004890952692,0.5828289
image,ogiri-bokete-580,1.0,0.6078159
image,ogiri-bokete-468,0.5995647688875461,0.6375962
image,ogiri-bokete-292,1.0,0.64668864
image,ogiri-bokete-391,0.5231969490448647,0.635962
image,ogiri-bokete-288,0.6829997087939306,0.71955603
image,ogiri-bokete-667,0.41556255227970773,0.5280851
image,ogiri-bokete-246,0.4898400999036314,0.6216069
image,ogiri-bokete-146,0.5075636605836269,0.75982106
image,ogiri-bokete-285,1.0,0.6463297
image,ogiri-bokete-504,0.5498318786881216,0.63539636
image,ogiri-bokete-301,0.6915658771914648,0.61863106
image,ogiri-bokete-700,0.4451802938035141,0.57041997
image,ogiri-bokete-441,0.5371814021074333,0.67397904
image,ogiri-bokete-508,0.5075636605836269,0.58670264
image,ogiri-bokete-582,0.5613808589662053,0.5754563
image,ogiri-bokete-600,0.4451802938035141,0.65785307
image,ogiri-bokete-677,0.6533819672701244,0.7291857
image,ogiri-bokete-143,0.7244610578926165,0.6501272
image,ogiri-bokete-360,0.572004890952692,0.6616229
image,ogiri-bokete-371,0.5371814021074333,0.6621967
image,ogiri-bokete-377,0.4898400999036314,0.59610915
image,ogiri-bokete-670,1.0,0.61830044
image,ogiri-bokete-590,0.572004890952692,0.6095679
image,ogiri-bokete-531,0.4898400999036314,0.57502604
image,ogiri-bokete-346,0.5818412082075506,0.6504414
image,ogiri-bokete-658,0.5818412082075506,0.6845193
image,ogiri-bokete-42,0.5231969490448647,0.6668758
image,ogiri-bokete-114,1.0,0.62657547
image,ogiri-bokete-71,0.658800251935159,0.6652984
image,ogiri-bokete-137,1.0,0.70621103
image,ogiri-bokete-672,0.4898400999036314,0.59616435
image,ogiri-bokete-610,1.0,0.61538804
image,ogiri-bokete-667,1.0,0.565579
image,ogiri-bokete-667,0.41556255227970773,0.5450494
image,ogiri-bokete-568,0.41556255227970773,0.54085344
image,ogiri-bokete-669,0.5231969490448647,0.61948144
text,ogiri-keitai-88,0.5,0.7148757
text,ogiri-keitai-883,1.0,0.7866842
text,ogiri-keitai-870,1.0,0.6857209
text,ogiri-keitai-255,1.0,0.66718084
text,ogiri-keitai-725,0.5,0.6537814
text,ogiri-keitai-5,0.5,0.73060745
text,ogiri-keitai-600,0.5,0.7377643
text,ogiri-keitai-937,0.5,0.49793658
text,ogiri-keitai-275,0.5,0.71761805
text,ogiri-keitai-540,1.0,0.7565795
text,ogiri-keitai-347,0.5,0.751286
text,ogiri-keitai-787,1.0,0.6828039
text,ogiri-keitai-430,1.0,0.8199043
text,ogiri-keitai-306,1.0,0.7054384
text,ogiri-keitai-106,1.0,0.7361889
text,ogiri-keitai-841,0.7499999999999998,0.72387284
text,ogiri-keitai-366,0.5,0.7413488
text,ogiri-keitai-572,1.0,0.7947557
text,ogiri-keitai-733,0.5,0.7376216
text,ogiri-keitai-310,1.0,0.79125357
text,ogiri-keitai-794,0.5,0.69737184
text,ogiri-keitai-231,0.5,0.67622924
text,ogiri-keitai-84,0.5,0.7583517
text,ogiri-keitai-13,0.0,0.6106405
text,ogiri-keitai-67,0.5,0.77129513
text,ogiri-keitai-406,1.0,0.81285375
text,ogiri-keitai-62,1.0,0.66500986
text,ogiri-keitai-610,1.0,0.8032944
text,ogiri-keitai-852,0.5,0.7554803
text,ogiri-keitai-439,1.0,0.7222626
text,ogiri-keitai-286,1.0,0.693011
text,ogiri-keitai-110,1.0,0.7553648
text,ogiri-keitai-828,-0.5,0.24325517
text,ogiri-keitai-821,0.5,0.71738976
text,ogiri-keitai-635,1.0,0.71660066
text,ogiri-keitai-783,-0.5,0.47329882
text,ogiri-keitai-862,0.7499999999999998,0.7287253
text,ogiri-keitai-819,0.5,0.66172355
text,ogiri-keitai-689,1.0,0.75050414
text,ogiri-keitai-196,0.5,0.61149746
text,ogiri-keitai-210,1.0,0.80270743
text,ogiri-keitai-5,0.5,0.7188392
text,ogiri-keitai-201,0.5,0.64593
text,ogiri-keitai-659,1.0,0.788933
text,ogiri-keitai-937,0.5,0.56333315
text,ogiri-keitai-630,1.0,0.75887597
text,ogiri-keitai-893,1.0,0.8165199
text,ogiri-keitai-141,0.5,0.66325593
text,ogiri-keitai-493,1.0,0.80791533
text,ogiri-keitai-537,0.5,0.7194345
text,ogiri-keitai-433,1.0,0.7589055
text,ogiri-keitai-727,0.5,0.71237445
text,ogiri-keitai-72,0.5,0.61985224
text,ogiri-keitai-250,0.5,0.7285674
text,ogiri-keitai-451,1.0,0.74862754
text,ogiri-keitai-278,1.0,0.7443854
text,ogiri-keitai-779,1.0,0.7252371
text,ogiri-keitai-831,0.7499999999999998,0.6489933
text,ogiri-keitai-309,1.0,0.71061814
text,ogiri-keitai-807,0.7499999999999998,0.7441033
text,ogiri-keitai-851,-0.5,0.64120567
text,ogiri-keitai-842,0.7499999999999998,0.30978197
text,ogiri-keitai-355,1.0,0.7901157
text,ogiri-keitai-823,0.5,0.30663118
text,ogiri-keitai-103,1.0,0.76669073
text,ogiri-keitai-799,0.5,0.32846725
text,ogiri-keitai-364,0.5,0.7201192
text,ogiri-keitai-425,1.0,0.62183636
text,ogiri-keitai-942,0.5,0.70281863
text,ogiri-keitai-368,0.5,0.6772359
text,ogiri-keitai-520,1.0,0.80412525
text,ogiri-keitai-690,0.5,0.74248403
text,ogiri-keitai-255,1.0,0.71683717
text,ogiri-keitai-334,1.0,0.7879074
text,ogiri-keitai-31,1.0,0.7179679
text,ogiri-keitai-216,-1.0,0.49308294
text,ogiri-keitai-159,0.5,0.7429691
text,ogiri-keitai-500,1.0,0.71660227
text,ogiri-keitai-222,1.0,0.76969427
text,ogiri-keitai-565,1.0,0.70164466
text,ogiri-keitai-179,1.0,0.787082
text,ogiri-keitai-492,1.0,0.7285086
text,ogiri-keitai-650,1.0,0.83138317
image,ogiri-bokete-549,0.5909986004900118,0.64599395
image,ogiri-bokete-504,0.6477330491105591,0.57067335
image,ogiri-bokete-636,0.5613808589662053,0.61676484
image,ogiri-bokete-671,0.572004890952692,0.65923625
image,ogiri-bokete-457,1.0,0.5899377
image,ogiri-bokete-175,1.0,0.67931825
image,ogiri-bokete-618,0.41556255227970773,0.6121093
image,ogiri-bokete-346,0.5995647688875461,0.65593433
image,ogiri-bokete-312,0.907651470485342,0.71923614
image,ogiri-bokete-296,0.4898400999036314,0.6889786
image,ogiri-bokete-560,0.5231969490448647,0.56965005
image,ogiri-bokete-119,0.5371814021074333,0.698399
image,ogiri-bokete-315,0.572004890952692,0.68960506
image,ogiri-bokete-529,0.5909986004900118,0.700482
image,ogiri-bokete-615,0.4693797506622861,0.5261374
image,ogiri-bokete-26,0.6291825104113522,0.6187022
image,ogiri-bokete-15,1.0,0.6766864
image,ogiri-bokete-196,0.4898400999036314,0.6537115
image,ogiri-bokete-564,0.4693797506622861,0.5168234
image,ogiri-bokete-695,0.6223743749033903,0.68958837
image,ogiri-bokete-298,0.8081116429198834,0.68257
image,ogiri-bokete-522,0.4693797506622861,0.60017896
image,ogiri-bokete-432,1.0,0.63879687
image,ogiri-bokete-570,0.4898400999036314,0.5705194
image,ogiri-bokete-555,0.9595549244912878,0.65502024
image,ogiri-bokete-654,0.4898400999036314,0.66776305
image,ogiri-bokete-548,0.5075636605836269,0.55325145
image,ogiri-bokete-394,0.5909986004900118,0.6809122
image,ogiri-bokete-526,0.41556255227970773,0.49518782
image,ogiri-bokete-572,0.6477330491105591,0.6004399
image,ogiri-bokete-604,0.5371814021074333,0.608139
image,ogiri-bokete-29,0.4898400999036314,0.71580535
image,ogiri-bokete-514,0.8517827700150558,0.5649816
image,ogiri-bokete-251,1.0,0.6130695
image,ogiri-bokete-597,0.5909986004900118,0.5634784
image,ogiri-bokete-513,0.37737864235836693,0.5374459
image,ogiri-bokete-202,0.4898400999036314,0.7176546
image,ogiri-bokete-614,0.41556255227970773,0.4874839
image,ogiri-bokete-688,0.4898400999036314,0.63241786
image,ogiri-bokete-594,0.3235614439757888,0.54784423
image,ogiri-bokete-295,0.5498318786881216,0.70954204
image,ogiri-bokete-98,1.0,0.65552616
image,ogiri-bokete-339,0.572004890952692,0.6431539
image,ogiri-bokete-281,1.0,0.6573643
image,ogiri-bokete-254,0.7610163640352812,0.67230463
text,ogiri-keitai-128,1.0,0.8012159
text,ogiri-keitai-870,0.5,0.6743031
text,ogiri-keitai-194,1.0,0.72003204
text,ogiri-keitai-122,1.0,0.7960443
text,ogiri-keitai-163,0.5,0.6232961
text,ogiri-keitai-379,0.5,0.7700197
text,ogiri-keitai-768,1.0,0.7619445
text,ogiri-keitai-343,1.0,0.7290623
text,ogiri-keitai-282,0.5,0.7474911
text,ogiri-keitai-588,0.5,0.69589645
