odai_type,odai_id,score,predicted_score
text,ogiri-keitai-505,1.0,0.7484772
text,ogiri-keitai-945,0.5,0.76143163
text,ogiri-keitai-671,0.5,0.84275776
text,ogiri-keitai-323,1.0,0.7001943
text,ogiri-keitai-251,0.5,0.7397722
text,ogiri-keitai-189,1.0,0.8341241
text,ogiri-keitai-659,1.0,0.85259354
text,ogiri-keitai-274,0.5,0.6879715
text,ogiri-keitai-592,1.0,0.8684606
text,ogiri-keitai-574,1.0,0.70637447
text,ogiri-keitai-605,1.0,0.6649737
text,ogiri-keitai-467,1.0,0.93316865
text,ogiri-keitai-83,1.0,0.5193518
text,ogiri-keitai-529,0.5,0.66082865
text,ogiri-keitai-783,1.0,0.5707735
text,ogiri-keitai-869,0.7499999999999998,0.71196777
text,ogiri-keitai-104,1.0,0.8203812
text,ogiri-keitai-753,0.5,0.76751184
text,ogiri-keitai-304,1.0,0.7338574
text,ogiri-keitai-893,0.5,0.8063984
text,ogiri-keitai-190,1.0,0.7443073
text,ogiri-keitai-386,1.0,0.73015547
text,ogiri-keitai-228,1.0,0.6019152
text,ogiri-keitai-540,0.5,0.707217
text,ogiri-keitai-737,1.0,0.82174796
text,ogiri-keitai-185,0.5,0.8288209
text,ogiri-keitai-617,0.5,0.77661395
text,ogiri-keitai-754,0.5,0.6792692
text,ogiri-keitai-296,1.0,0.79628104
text,ogiri-keitai-690,0.5,0.7178992
text,ogiri-keitai-609,1.0,0.69204515
text,ogiri-keitai-52,1.0,0.7086328
text,ogiri-keitai-194,1.0,0.74744856
text,ogiri-keitai-410,1.0,0.806457
text,ogiri-keitai-805,1.0,0.7625381
text,ogiri-keitai-859,0.7499999999999998,0.6877736
text,ogiri-keitai-768,0.5,0.79331505
text,ogiri-keitai-428,0.5,0.7751313
text,ogiri-keitai-496,1.0,0.82022226
text,ogiri-keitai-936,0.0,0.3463163
text,ogiri-keitai-252,1.0,0.8037203
text,ogiri-keitai-512,0.5,0.7446787
text,ogiri-keitai-399,1.0,0.8018625
text,ogiri-keitai-380,1.0,0.76830727
text,ogiri-keitai-323,1.0,0.7559602
text,ogiri-keitai-564,1.0,0.8232931
text,ogiri-keitai-79,0.5,0.7257276
text,ogiri-keitai-615,0.5,0.60184485
text,ogiri-keitai-506,1.0,0.7761759
text,ogiri-keitai-804,-0.5,0.52740043
text,ogiri-keitai-59,1.0,0.738596
text,ogiri-keitai-649,1.0,0.6580408
text,ogiri-keitai-537,1.0,0.73734105
text,ogiri-keitai-463,1.0,0.7467133
text,ogiri-keitai-886,0.5,0.7731209
text,ogiri-keitai-317,1.0,0.8317402
text,ogiri-keitai-865,1.0,0.75109476
text,ogiri-keitai-145,1.0,0.58467114
text,ogiri-keitai-109,0.5,0.67193514
text,ogiri-keitai-393,1.0,0.70409584
text,ogiri-keitai-143,1.0,0.77013767
text,ogiri-keitai-677,1.0,0.7737194
text,ogiri-keitai-487,1.0,0.70614356
text,ogiri-keitai-451,0.5,0.77040154
text,ogiri-keitai-170,1.0,0.7047251
text,ogiri-keitai-368,1.0,0.678329
text,ogiri-keitai-858,0.5,0.6602585
text,ogiri-keitai-650,1.0,0.8328004
text,ogiri-keitai-79,1.0,0.7050469
text,ogiri-keitai-552,1.0,0.7914757
text,ogiri-keitai-200,1.0,0.7062372
text,ogiri-keitai-835,0.5,0.66783214
text,ogiri-keitai-400,1.0,0.73183155
text,ogiri-keitai-724,1.0,0.72985595
text,ogiri-keitai-229,1.0,0.7033061
text,ogiri-keitai-554,0.5,0.7941285
text,ogiri-keitai-604,1.0,0.81429076
text,ogiri-keitai-32,1.0,0.6162369
text,ogiri-keitai-145,1.0,0.6806827
text,ogiri-keitai-746,1.0,0.80940443
text,ogiri-keitai-938,-0.5,0.6633598
text,ogiri-keitai-277,0.5,0.7467548
text,ogiri-keitai-817,0.5,0.7500448
text,ogiri-keitai-775,0.5,0.7770342
text,ogiri-keitai-77,0.5,0.79242647
text,ogiri-keitai-29,0.0,0.66362166
text,ogiri-keitai-158,1.0,0.76216686
text,ogiri-keitai-745,1.0,0.7666065
text,ogiri-keitai-607,1.0,0.76223093
text,ogiri-keitai-488,0.5,0.81075996
text,ogiri-keitai-671,1.0,0.847447
text,ogiri-keitai-525,0.5,0.77006
text,ogiri-keitai-580,0.5,0.7091315
text,ogiri-keitai-953,0.5,0.7314442
text,ogiri-keitai-231,0.5,0.65168
text,ogiri-keitai-381,1.0,0.7454472
text,ogiri-keitai-633,1.0,0.8035112
text,ogiri-keitai-832,0.5,0.78136444
text,ogiri-keitai-794,1.0,0.72682786
text,ogiri-keitai-808,0.5,0.66520983
text,ogiri-keitai-461,1.0,0.743497
text,ogiri-keitai-339,1.0,0.7860848
text,ogiri-keitai-703,0.5,0.6938752
text,ogiri-keitai-188,0.5,0.8080753
text,ogiri-keitai-199,0.5,0.7401253
text,ogiri-keitai-747,1.0,0.75894547
text,ogiri-keitai-724,0.5,0.7518905
text,ogiri-keitai-867,1.0,0.82848835
text,ogiri-keitai-761,0.5,0.5480094
text,ogiri-keitai-10,0.5,0.6065832
text,ogiri-keitai-430,1.0,0.763482
text,ogiri-keitai-887,1.0,0.69768083
text,ogiri-keitai-677,0.5,0.78563267
text,ogiri-keitai-940,0.5,0.46037534
text,ogiri-keitai-717,0.5,0.73300284
text,ogiri-keitai-447,0.5,0.7381024
text,ogiri-keitai-63,0.5,0.72561544
text,ogiri-keitai-24,0.0,0.5390317
text,ogiri-keitai-204,0.5,0.6899801
text,ogiri-keitai-351,1.0,0.73389274
text,ogiri-keitai-94,0.5,0.69662035
text,ogiri-keitai-565,1.0,0.6751595
text,ogiri-keitai-128,1.0,0.7954272
text,ogiri-keitai-481,1.0,0.77154905
text,ogiri-keitai-784,0.5,0.65813106
text,ogiri-keitai-887,1.0,0.75621426
text,ogiri-keitai-124,0.5,0.73696375
text,ogiri-keitai-728,0.5,0.75845265
text,ogiri-keitai-778,1.0,0.84533083
text,ogiri-keitai-324,0.5,0.7615319
text,ogiri-keitai-831,0.7499999999999998,0.61320823
text,ogiri-keitai-311,1.0,0.7621115
text,ogiri-keitai-624,0.5,0.7891582
text,ogiri-keitai-474,1.0,0.7169866
text,ogiri-keitai-889,0.5,0.70501816
text,ogiri-keitai-813,0.7499999999999998,0.7827469
text,ogiri-keitai-375,0.5,0.7834343
text,ogiri-keitai-253,1.0,0.7490853
text,ogiri-keitai-182,0.5,0.7637203
text,ogiri-keitai-88,0.5,0.7214903
text,ogiri-keitai-883,1.0,0.7219557
text,ogiri-keitai-870,1.0,0.69224983
text,ogiri-keitai-255,1.0,0.6773532
text,ogiri-keitai-725,0.5,0.66232574
text,ogiri-keitai-5,0.5,0.8058712
text,ogiri-keitai-600,0.5,0.78570133
text,ogiri-keitai-937,0.5,0.35340405
text,ogiri-keitai-275,0.5,0.7204445
text,ogiri-keitai-540,1.0,0.73432255
text,ogiri-keitai-347,0.5,0.73222506
text,ogiri-keitai-787,1.0,0.76185644
text,ogiri-keitai-430,1.0,0.772309
text,ogiri-keitai-306,1.0,0.7457767
text,ogiri-keitai-106,1.0,0.7795554
text,ogiri-keitai-841,0.7499999999999998,0.695023
text,ogiri-keitai-366,0.5,0.59910977
text,ogiri-keitai-572,1.0,0.80308354
text,ogiri-keitai-733,0.5,0.7342606
text,ogiri-keitai-310,1.0,0.79844254
text,ogiri-keitai-794,0.5,0.69539875
text,ogiri-keitai-231,0.5,0.67546415
text,ogiri-keitai-84,0.5,0.777275
text,ogiri-keitai-13,0.0,0.56868255
text,ogiri-keitai-67,0.5,0.7534607
text,ogiri-keitai-406,1.0,0.7965279
text,ogiri-keitai-62,1.0,0.70235014
text,ogiri-keitai-610,1.0,0.7522945
text,ogiri-keitai-852,0.5,0.7378287
text,ogiri-keitai-439,1.0,0.7523887
text,ogiri-keitai-286,1.0,0.71756077
text,ogiri-keitai-110,1.0,0.7178449
text,ogiri-keitai-828,-0.5,0.35559753
text,ogiri-keitai-821,0.5,0.73804045
text,ogiri-keitai-635,1.0,0.7158482
text,ogiri-keitai-783,-0.5,0.60756594
text,ogiri-keitai-862,0.7499999999999998,0.7133661
text,ogiri-keitai-819,0.5,0.601851
text,ogiri-keitai-689,1.0,0.75970584
text,ogiri-keitai-196,0.5,0.59846914
text,ogiri-keitai-210,1.0,0.81388086
text,ogiri-keitai-5,0.5,0.7539544
text,ogiri-keitai-201,0.5,0.6275216
text,ogiri-keitai-659,1.0,0.7950202
text,ogiri-keitai-937,0.5,0.44850886
text,ogiri-keitai-630,1.0,0.7707835
text,ogiri-keitai-893,1.0,0.76651174
text,ogiri-keitai-141,0.5,0.7348655
text,ogiri-keitai-493,1.0,0.79119295
text,ogiri-keitai-537,0.5,0.7447802
text,ogiri-keitai-433,1.0,0.6976899
text,ogiri-keitai-727,0.5,0.776378
text,ogiri-keitai-72,0.5,0.66568434
text,ogiri-keitai-250,0.5,0.7165255
text,ogiri-keitai-451,1.0,0.77508473
text,ogiri-keitai-278,1.0,0.77677035
text,ogiri-keitai-779,1.0,0.69637567
text,ogiri-keitai-831,0.7499999999999998,0.6155483
text,ogiri-keitai-309,1.0,0.6898506
text,ogiri-keitai-807,0.7499999999999998,0.7404692
text,ogiri-keitai-851,-0.5,0.6412444
text,ogiri-keitai-842,0.7499999999999998,0.35167024
text,ogiri-keitai-355,1.0,0.83459955
text,ogiri-keitai-823,0.5,0.21922919
text,ogiri-keitai-103,1.0,0.7559742
text,ogiri-keitai-799,0.5,0.34964898
text,ogiri-keitai-364,0.5,0.7176166
text,ogiri-keitai-425,1.0,0.6369348
text,ogiri-keitai-942,0.5,0.5385515
text,ogiri-keitai-368,0.5,0.6640197
text,ogiri-keitai-520,1.0,0.87655705
text,ogiri-keitai-690,0.5,0.76937544
text,ogiri-keitai-255,1.0,0.7515566
text,ogiri-keitai-334,1.0,0.75969523
text,ogiri-keitai-31,1.0,0.7033034
text,ogiri-keitai-216,-1.0,0.6055337
text,ogiri-keitai-159,0.5,0.7629233
text,ogiri-keitai-500,1.0,0.7490658
text,ogiri-keitai-222,1.0,0.780118
text,ogiri-keitai-565,1.0,0.7057684
text,ogiri-keitai-179,1.0,0.75907755
text,ogiri-keitai-492,1.0,0.7187292
text,ogiri-keitai-650,1.0,0.89010507
text,ogiri-keitai-128,1.0,0.7832823
text,ogiri-keitai-870,0.5,0.7048125
text,ogiri-keitai-194,1.0,0.7087527
text,ogiri-keitai-122,1.0,0.81387216
text,ogiri-keitai-163,0.5,0.6740419
text,ogiri-keitai-379,0.5,0.7608825
text,ogiri-keitai-768,1.0,0.76447374
text,ogiri-keitai-343,1.0,0.74909323
text,ogiri-keitai-282,0.5,0.73225963
text,ogiri-keitai-588,0.5,0.75162816
text,ogiri-keitai-396,0.5,0.8275167
text,ogiri-keitai-195,1.0,0.5217096
text,ogiri-keitai-524,0.5,0.8066939
text,ogiri-keitai-437,1.0,0.7657634
text,ogiri-keitai-52,0.0,0.66011024
text,ogiri-keitai-336,1.0,0.7336911
text,ogiri-keitai-433,0.5,0.7364393
text,ogiri-keitai-235,0.5,0.6313092
text,ogiri-keitai-346,0.5,0.73071545
text,ogiri-keitai-459,1.0,0.7721478
text,ogiri-keitai-826,0.7499999999999998,0.58040816
text,ogiri-keitai-805,0.5,0.78584325
text,ogiri-keitai-164,0.5,0.76967734
text,ogiri-keitai-814,0.7499999999999998,0.68302554
text,ogiri-keitai-103,0.5,0.80662376
text,ogiri-keitai-633,1.0,0.802513
text,ogiri-keitai-5,0.5,0.77192914
text,ogiri-keitai-610,0.5,0.74070144
text,ogiri-keitai-326,1.0,0.84368896
text,ogiri-keitai-350,0.5,0.6810782
text,ogiri-keitai-92,1.0,0.8011149
text,ogiri-keitai-865,1.0,0.7568262
text,ogiri-keitai-235,1.0,0.69078326
text,ogiri-keitai-14,0.5,0.38124704
text,ogiri-keitai-636,1.0,0.7789712
text,ogiri-keitai-777,1.0,0.7074331
text,ogiri-keitai-80,0.5,0.68417984
text,ogiri-keitai-931,1.0,0.6975448
text,ogiri-keitai-841,1.0,0.7275245
text,ogiri-keitai-944,0.5,0.5424833
text,ogiri-keitai-341,0.5,0.7846721
text,ogiri-keitai-612,1.0,0.7442889
text,ogiri-keitai-907,0.5,0.7284593
text,ogiri-keitai-241,1.0,0.69690865
text,ogiri-keitai-805,0.5,0.7914357
text,ogiri-keitai-94,1.0,0.76124144
text,ogiri-keitai-453,0.5,0.7872548
text,ogiri-keitai-459,1.0,0.791642
text,ogiri-keitai-348,1.0,0.80348957
text,ogiri-keitai-31,1.0,0.73804444
text,ogiri-keitai-379,0.5,0.7294197
text,ogiri-keitai-590,1.0,0.6875568
text,ogiri-keitai-133,0.5,0.66666436
text,ogiri-keitai-159,1.0,0.7432673
text,ogiri-keitai-349,1.0,0.7722291
text,ogiri-keitai-385,0.5,0.7647033
text,ogiri-keitai-296,0.5,0.8008427
text,ogiri-keitai-286,0.5,0.740911
text,ogiri-keitai-416,0.5,0.7741893
text,ogiri-keitai-501,1.0,0.8165382
text,ogiri-keitai-352,1.0,0.8106991
text,ogiri-keitai-836,0.5,0.57631934
text,ogiri-keitai-440,0.5,0.76800036
text,ogiri-keitai-813,1.0,0.79092795
text,ogiri-keitai-358,0.5,0.73831546
text,ogiri-keitai-603,1.0,0.66498107
text,ogiri-keitai-397,0.5,0.7937245
text,ogiri-keitai-530,1.0,0.7508478
text,ogiri-keitai-859,1.0,0.66631156
text,ogiri-keitai-837,0.5,0.72834873
text,ogiri-keitai-635,1.0,0.74035543
text,ogiri-keitai-615,1.0,0.63928896
text,ogiri-keitai-827,0.5,0.7720908
text,ogiri-keitai-810,1.0,0.70553464
text,ogiri-keitai-877,-0.5,0.5908714
text,ogiri-keitai-903,1.0,0.6143947
text,ogiri-keitai-820,0.7499999999999998,0.6840739
text,ogiri-keitai-810,0.7499999999999998,0.61904275
text,ogiri-keitai-802,0.5,0.66789836
text,ogiri-keitai-117,0.5,0.79181397
text,ogiri-keitai-541,1.0,0.84993136
text,ogiri-keitai-701,1.0,0.7177921
text,ogiri-keitai-441,1.0,0.73042685
text,ogiri-keitai-755,1.0,0.70832306
text,ogiri-keitai-310,0.5,0.75617814
text,ogiri-keitai-95,0.5,0.7624662
text,ogiri-keitai-549,0.5,0.7467753
text,ogiri-keitai-907,0.5,0.7240717
text,ogiri-keitai-626,1.0,0.72910315
text,ogiri-keitai-473,0.5,0.8306531
text,ogiri-keitai-841,1.0,0.6922789
text,ogiri-keitai-834,1.0,0.8143489
text,ogiri-keitai-368,1.0,0.66853124
text,ogiri-keitai-227,1.0,0.73040533
text,ogiri-keitai-260,1.0,0.7871459
text,ogiri-keitai-515,1.0,0.8368815
text,ogiri-keitai-775,1.0,0.78112745
text,ogiri-keitai-75,0.5,0.78352344
text,ogiri-keitai-873,0.7499999999999998,0.6774915
text,ogiri-keitai-289,0.5,0.74181354
text,ogiri-keitai-180,1.0,0.6618381
text,ogiri-keitai-400,0.5,0.77748525
text,ogiri-keitai-445,1.0,0.7076967
text,ogiri-keitai-908,0.5,0.6388654
text,ogiri-keitai-888,1.0,0.80049676
text,ogiri-keitai-235,1.0,0.64810616
text,ogiri-keitai-691,0.5,0.7701369
text,ogiri-keitai-707,0.5,0.69387984
text,ogiri-keitai-281,0.5,0.7253928
text,ogiri-keitai-752,0.5,0.84668505
text,ogiri-keitai-3,0.5,0.79253453
text,ogiri-keitai-113,1.0,0.7468949
text,ogiri-keitai-824,0.7499999999999998,0.81279665
text,ogiri-keitai-702,0.5,0.7506017
text,ogiri-keitai-272,1.0,0.7347651
text,ogiri-keitai-108,1.0,0.833383
text,ogiri-keitai-941,-0.5,0.7704113
text,ogiri-keitai-571,1.0,0.8118419
text,ogiri-keitai-452,0.5,0.7588841
text,ogiri-keitai-227,0.5,0.7403044
text,ogiri-keitai-559,1.0,0.72247297
text,ogiri-keitai-500,1.0,0.7095769
text,ogiri-keitai-62,1.0,0.7195424
text,ogiri-keitai-923,-0.5,-0.107547626
text,ogiri-keitai-762,1.0,0.7784741
text,ogiri-keitai-52,0.5,0.69510764
text,ogiri-keitai-241,0.5,0.6530522
text,ogiri-keitai-272,0.5,0.7859876
text,ogiri-keitai-711,0.5,0.68244934
text,ogiri-keitai-417,0.5,0.7836628
text,ogiri-keitai-699,1.0,0.7051748
text,ogiri-keitai-796,0.5,0.75045526
text,ogiri-keitai-538,1.0,0.6888114
text,ogiri-keitai-315,1.0,0.6763438
text,ogiri-keitai-945,0.5,0.77645236
text,ogiri-keitai-599,0.5,0.72245425
text,ogiri-keitai-326,0.5,0.80491817
text,ogiri-keitai-841,0.7499999999999998,0.765325
text,ogiri-keitai-318,1.0,0.6952961
text,ogiri-keitai-111,1.0,0.72072726
text,ogiri-keitai-879,0.7499999999999998,0.6966786
text,ogiri-keitai-874,1.0,0.74740416
text,ogiri-keitai-364,1.0,0.7266465
text,ogiri-keitai-763,1.0,0.59523416
text,ogiri-keitai-788,1.0,0.6157674
text,ogiri-keitai-183,1.0,0.72293806
text,ogiri-keitai-445,1.0,0.6934569
text,ogiri-keitai-483,0.5,0.7185749
text,ogiri-keitai-351,1.0,0.76233023
text,ogiri-keitai-21,0.5,0.6962599
text,ogiri-keitai-186,1.0,0.74919677
text,ogiri-keitai-423,0.5,0.7793383
text,ogiri-keitai-863,-0.5,0.7638926
text,ogiri-keitai-677,0.5,0.78290206
text,ogiri-keitai-652,1.0,0.73239344
text,ogiri-keitai-221,0.5,0.73901546
text,ogiri-keitai-588,0.5,0.6939301
text,ogiri-keitai-701,0.5,0.7316265
text,ogiri-keitai-108,1.0,0.79943967
text,ogiri-keitai-498,0.5,0.7636349
text,ogiri-keitai-868,1.0,0.817664
text,ogiri-keitai-870,0.5,0.6792545
text,ogiri-keitai-244,1.0,0.79564965
text,ogiri-keitai-688,1.0,0.8150172
text,ogiri-keitai-583,1.0,0.7956842
text,ogiri-keitai-92,1.0,0.76024884
text,ogiri-keitai-229,1.0,0.7522637
text,ogiri-keitai-286,0.5,0.7401089
text,ogiri-keitai-157,1.0,0.7341192
text,ogiri-keitai-62,1.0,0.6715391
text,ogiri-keitai-861,0.5,0.71912545
text,ogiri-keitai-842,0.5,0.5117048
text,ogiri-keitai-881,0.7499999999999998,0.7302696
text,ogiri-keitai-170,0.5,0.6976904
text,ogiri-keitai-821,1.0,0.7376314
text,ogiri-keitai-450,0.5,0.82138187
text,ogiri-keitai-309,1.0,0.7063123
text,ogiri-keitai-199,0.5,0.7798445
text,ogiri-keitai-158,0.5,0.7091138
text,ogiri-keitai-845,1.0,0.7137292
text,ogiri-keitai-164,1.0,0.71506464
text,ogiri-keitai-240,1.0,0.8087719
text,ogiri-keitai-606,1.0,0.6753366
text,ogiri-keitai-281,0.5,0.73373455
text,ogiri-keitai-136,0.5,0.7155903
text,ogiri-keitai-255,1.0,0.74323523
text,ogiri-keitai-553,1.0,0.6286571
text,ogiri-keitai-180,0.5,0.6795097
text,ogiri-keitai-298,1.0,0.805778
text,ogiri-keitai-400,1.0,0.7356302
text,ogiri-keitai-710,0.5,0.83399326
text,ogiri-keitai-104,1.0,0.7833923
text,ogiri-keitai-510,1.0,0.69298905
text,ogiri-keitai-616,0.5,0.75410354
text,ogiri-keitai-925,1.0,0.7143292
text,ogiri-keitai-560,0.5,0.79420745
text,ogiri-keitai-494,1.0,0.7802813
text,ogiri-keitai-144,-1.0,0.642385
text,ogiri-keitai-425,1.0,0.6348647
text,ogiri-keitai-915,1.0,0.7339424
text,ogiri-keitai-561,0.5,0.73915505
text,ogiri-keitai-20,0.5,0.5029851
text,ogiri-keitai-72,0.5,0.65092146
text,ogiri-keitai-877,0.5,0.6601128
text,ogiri-keitai-882,0.7499999999999998,0.5457185
text,ogiri-keitai-145,1.0,0.7087245
text,ogiri-keitai-849,1.0,0.5434402
text,ogiri-keitai-273,0.5,0.72553337
text,ogiri-keitai-698,0.5,0.7162567
text,ogiri-keitai-819,-0.5,0.63518995
text,ogiri-keitai-413,1.0,0.74188167
text,ogiri-keitai-19,0.5,0.73307127
text,ogiri-keitai-142,1.0,0.69575286
text,ogiri-keitai-208,1.0,0.7013778
text,ogiri-keitai-487,1.0,0.74927604
text,ogiri-keitai-146,0.5,0.64141876
text,ogiri-keitai-544,1.0,0.74708956
text,ogiri-keitai-215,1.0,0.6832308
text,ogiri-keitai-352,0.5,0.7775136
text,ogiri-keitai-105,0.5,0.7459271
text,ogiri-keitai-735,1.0,0.71866524
text,ogiri-keitai-953,0.5,0.76644117
text,ogiri-keitai-885,-0.5,0.7216655
text,ogiri-keitai-423,1.0,0.8098589
text,ogiri-keitai-236,1.0,0.69605404
text,ogiri-keitai-755,0.5,0.7203993
text,ogiri-keitai-766,0.5,0.79361606
text,ogiri-keitai-595,1.0,0.8168784
text,ogiri-keitai-799,0.5,0.31894547
text,ogiri-keitai-502,1.0,0.6583373
text,ogiri-keitai-429,1.0,0.77391785
text,ogiri-keitai-423,1.0,0.80356765
text,ogiri-keitai-139,1.0,0.8151425
text,ogiri-keitai-843,-0.5,0.70746833
text,ogiri-keitai-510,0.5,0.7709462
text,ogiri-keitai-894,-0.5,0.79223436
text,ogiri-keitai-250,1.0,0.70998013
text,ogiri-keitai-459,1.0,0.7717435
text,ogiri-keitai-263,0.5,0.72321504
text,ogiri-keitai-675,0.5,0.760786
text,ogiri-keitai-574,0.5,0.70305943
text,ogiri-keitai-692,1.0,0.83342296
text,ogiri-keitai-713,1.0,0.7326683
text,ogiri-keitai-716,0.5,0.75162435
text,ogiri-keitai-575,1.0,0.68321556
text,ogiri-keitai-718,1.0,0.62084275
text,ogiri-keitai-83,1.0,0.540639
text,ogiri-keitai-480,1.0,0.7472134
text,ogiri-keitai-601,1.0,0.6028634
text,ogiri-keitai-495,1.0,0.7386664
text,ogiri-keitai-81,0.0,0.6382051
text,ogiri-keitai-399,1.0,0.7593868
text,ogiri-keitai-656,1.0,0.76775455
text,ogiri-keitai-826,0.5,0.5917871
text,ogiri-keitai-834,0.5,0.7808818
text,ogiri-keitai-338,0.5,0.75757205
text,ogiri-keitai-694,1.0,0.82031155
text,ogiri-keitai-192,1.0,0.66271406
text,ogiri-keitai-712,1.0,0.7659496
text,ogiri-keitai-50,0.5,0.7578789
text,ogiri-keitai-872,0.7499999999999998,0.73193055
text,ogiri-keitai-427,1.0,0.73278546
text,ogiri-keitai-810,-0.5,0.7107696
text,ogiri-keitai-224,0.5,0.82874644
text,ogiri-keitai-239,1.0,0.73566085
text,ogiri-keitai-391,0.5,0.6916043
text,ogiri-keitai-120,1.0,0.7227672
text,ogiri-keitai-719,0.5,0.71916103
text,ogiri-keitai-318,0.5,0.73008627
text,ogiri-keitai-830,0.5,0.47748291
text,ogiri-keitai-452,0.5,0.67871535
text,ogiri-keitai-911,0.5,0.72912765
text,ogiri-keitai-1,0.5,0.7127342
text,ogiri-keitai-329,1.0,0.71327066
text,ogiri-keitai-531,1.0,0.80869615
text,ogiri-keitai-75,0.5,0.77709913
text,ogiri-keitai-225,1.0,0.5777198
text,ogiri-keitai-428,1.0,0.7924691
text,ogiri-keitai-193,1.0,0.657708
text,ogiri-keitai-252,1.0,0.77139217
